Series,Industry,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2,4,28145.3,26133.8,28521.4,28869.3,27913.7,29500.4,28214.2,27029.4,30610,30085.3,28141.2,32330.2,33723.4,29992.5,30780.5,32311.6,31461.1,29360.4,27056.5,24520.3,23810.9,20279.9,16559.4,16932.8,15748.3,14349.8,15708.3,17277.1,15202.2,15802,16040.1,15987.9,16370.6,15976,16081.6,14631.2,14625.6,14030.8,13665.3,13687.1,12346.7,12499,13915.4,13396.9,13348.6,13732.4,13299.8
3,4,264.8,340.7,343.8,319.5,387.1,459.4,535.3,588.5,541,539.9,516.2,504.2,500.5,495.3,486.4,524.6,589.3,668.8,708.5,705.3,790.5,973.9,1006.3,1015.2,970.2,999,982.8,954.5,927.4,875.1,862.1,881.4,915.4,935.2,922.7,914.3,896,837.5,925.3,967.6,1000,1041.3,1058.5,1046.5,1034.5,1038.7,1082
1,5,1508.6,1710.6,1667.4,1622.5,2228.5,2310.1,2760.3,3188.8,3007.7,3267.3,2862.7,3004.7,3013.8,2772.6,3429.3,3393,3432,3170.8,3714.1,3703.6,4837,4896.3,5341.4,6860.3,6394.3,6356.3,6756.5,7122.4,6011.8,5804.5,5720.9,6090.7,6777.5,7076.6,7368.6,6955.5,7239.8,6880.6,7831.7,8674.8,8492.9,8925.7,10089,9693.3,9583.1,9915,10030.4
2,5,5125.3,4697.4,4725.8,4299.7,4724.5,4150.3,4765.4,4747.4,4620.6,4329.2,4046,4351,4376.2,3950.2,3968.4,3978.5,3719.7,4387.7,5249.2,5624.3,6712.8,7816.4,7699,9444,9284.9,9625.3,10532.2,10174.9,8148.9,9048.2,9216,9170.6,9025.3,9238,9210.7,8192,7294.9,7534.5,7560.7,8561.7,8492.9,8539,9315.6,9602.7,8646.6,8888.3,8970.5
3,5,294.3,364.2,352.8,377.4,471.7,556.6,579.2,671.7,650.9,754.7,707.5,690.6,688.7,701.9,864.2,852.8,922.6,722.6,707.5,658.5,720.6,626.4,693.8,726.4,688.7,660.4,641.5,700,737.7,641.5,620.8,664.2,750.9,766,800,849.1,992.5,913.2,1035.8,1013.2,1000,1045.3,1083,1009.4,1108.3,1115.5,1118.2
1,6,1188.9,1274.4,1363.4,1243.9,2014.2,1783.2,2236.2,3173,2367.8,3698.9,4152.7,3948.5,4157.5,4572.5,5491.3,5182.8,5117.5,4538.9,5350.3,5781.2,7061.7,7681,7726.5,11478.7,13109.7,12796.3,13865.7,14915.8,12848.5,12714.3,12783.1,14163.9,16334.9,17633,18920.9,18480.8,19154.2,18233.4,20761,23019.8,22513.2,23636.6,26706.1,25738.3,25476.9,26373.8,26704.1
2,6,5380,5035.8,4722.2,3921,5948.2,5002.7,5808.9,7237.3,4813.6,6918.2,7327.3,6880.5,7069,7871.6,10003,9332.5,8907.7,7484.8,8466.3,9056.6,10953.1,11566.7,11413.7,16334.1,17836.9,16964,18132.9,19583.6,16430.1,17561.5,17691.9,19014,21236.8,21810.9,22487.1,21116.8,21787.9,19797.9,21650.4,23405.7,22513.2,22680.8,24761.8,23466.5,23232.6,23506.9,22910.7
3,6,221,253.1,288.7,317.2,338.6,356.4,385,438.4,491.9,534.7,566.7,573.9,588.1,580.9,549,555.4,574.5,606.4,632,638.3,644.7,664.1,677,702.7,735,754.3,764.7,761.6,782,724,722.5,744.9,769.2,808.4,841.4,875.2,879.1,921,958.9,983.5,1000,1042.1,1078.5,1096.8,1096.6,1122,1165.6
1,7,14980.9,17200.9,27587.4,31796.8,35977.8,42317.3,46632.8,62125.7,95658.5,130045.4,124342.9,118132.4,125837.4,117764.4,69729.2,75685.6,68840.2,74676.6,87427.6,78680.6,76927.6,77332.1,71399.6,69953.2,92235.5,98511.5,72746.5,85526.5,142990.5,142310.5,116721.5,165982,191028,249252,257414,276911,388365,227564,304700,372943,362651,426370,474858,269621,230534,304676,331584.9
2,7,309991.3,309749.2,302494.6,285147.7,287641.4,293324.3,296484.8,290227.9,283580.5,275395.8,261998.7,256619,273724.6,273362.8,265565.2,271811.1,277201,263837.9,267884.3,275220.1,267824.2,265507.8,265105.8,271588.7,270205.6,288357.2,286848,270358,266174,272008.2,265291.1,256829.1,234846,226629,236568.1,244748.8,260214.8,278010.4,296416.8,341802.4,362651,365585.4,395206.2,409657.3,387770.2,433056.5,466007.4
3,7,48.3,55.5,91.2,111.5,125.1,144.3,157.3,214.1,337.3,472.2,474.6,460.3,459.7,430.8,262.6,278.4,248.3,283,326.4,285.9,287.2,291.3,269.3,257.6,341.4,341.6,253.6,316.3,537.2,523.2,440,646.3,813.4,1099.8,1088.1,1131.4,1492.5,818.5,1027.9,1091.1,1000,1166.3,1201.5,658.2,594.5,703.5,711.5
1,8,5743.2,6798.8,13444.6,16774.5,17072.9,17661,19223.8,24950.1,28057.3,29669.5,28461.9,26655.4,30412.2,28490.9,26956.9,25703.7,26923.1,26941.1,28463.8,29132.1,27811.2,24780.8,26760.2,25343.6,25921.2,26326.6,25647,23996.7,24489.8,24415,23626.1,24696.1,28388.6,35134.7,41609,42762.4,48046.1,43976.6,47672.8,56111.1,54424.3,49800.4,51174.5,44781.3,39388.2,41883.4,40688
2,8,26254.7,27935,29955,30547.6,30807.3,31221.9,30922.9,36961.5,40121.3,39546.8,36781.1,36144.4,41794.5,39784.9,39861.3,39160.9,42907.9,43378.3,45954.8,47600.9,46454.1,43899.4,48470.7,46743.7,48546.7,50852,51075.3,50191.5,51202.2,49237.4,46056.4,45653.9,48325.5,52203.1,59843.9,60779.5,58513.4,50887.4,52086.4,60402.2,54424.3,46871.7,51497.7,49311.4,45160.5,43535.4,44385.8
3,8,218.8,243.4,448.8,549.1,554.2,565.7,621.7,675,699.3,750.2,773.8,737.5,727.7,716.1,676.3,656.4,627.5,621.1,619.4,612,598.7,564.5,552.1,542.2,533.9,517.7,502.1,478.1,478.3,495.9,513,540.9,587.4,673,695.3,703.6,821.1,864.2,915.3,929,1000,1062.5,993.7,908.1,872.2,962.1,916.7
1,9,3328.1,4280.7,4597.7,4993.3,5656.5,5383.2,6847.8,9199.4,10231.8,10143.6,5986.9,6506.4,6329.2,5673.1,5530.2,6695.6,9695.4,10875,11470.8,10989.2,11172.2,10375.6,11401.6,13179.9,12292.1,11927.6,11221.5,10130.7,9908.5,9537.8,9084.6,10692.6,14029.6,19295.4,24894.3,27517,31154.4,28706.1,31805.9,37341.4,36413.3,33611.1,34389.9,29808.4,26413.7,28042.6,27310.4
2,9,35480.1,43506.4,42016.6,35789.8,37280.4,35985.6,40087.7,43596.3,42202.7,40787.3,25816.1,23521.6,31103.3,31507.7,29646.3,27296.4,29600.6,33669.1,35790.2,37644.1,37689.5,35930,37455.8,39135.6,39496.7,40360.1,45213.1,42828.3,40076.7,41148.1,37024.8,37166.5,34750.4,36232.3,34244.3,34237.5,37974,40915.7,35807.3,36301.9,36413.3,38102.5,40821.1,41256.8,37321.2,35659.4,42597.6
3,9,93.8,98.4,109.4,139.5,151.7,149.6,170.8,211,242.4,248.7,231.9,276.6,203.5,180.1,186.5,245.3,327.5,323,320.5,291.9,296.4,288.8,304.4,336.8,311.2,295.5,248.2,236.5,247.2,231.8,245.4,287.7,403.7,532.5,727,803.7,820.4,701.6,888.3,1028.6,1000,882.1,842.5,722.5,707.7,786.4,641.1
1,10,3802.8,4683.4,5778.4,6210.1,6426.4,6860.8,8102.8,9501.1,10382.4,10458.6,8126,9340.8,10732,10860.9,10697.3,11520.7,12779.1,13008.5,13557.4,13804.8,13755.4,13891.2,15375.5,15661,16019.9,17988.3,18504,18922,20276.1,21142.2,21732.3,22006.2,24891.8,29845.9,34322.2,34219.1,36963,32250.8,33214.9,37424.9,33829.4,31141.5,31950.6,28487.3,27372.6,28167.6,28564.7
2,10,25783.2,29727.1,30502.3,25397.8,25468.5,26501.7,28943.4,30835.4,28245.5,25288,19424.9,22089.5,25179.2,24742.7,24554.5,25125.5,27864.5,26706.8,26945.4,27710,26905.3,27218.9,29686.3,29523.3,30188.3,33191.1,34525.4,35047.3,37362.9,37496.2,37843.9,37366.9,40584.6,42941.8,44954.1,41740.1,41037.1,33449.4,35608.7,38369.3,33829.4,30541.9,29905.6,27609.5,26235.5,26555.4,26196.5
3,10,147.5,157.5,189.4,244.5,252.3,258.9,280,308.1,367.6,413.6,418.3,422.9,426.2,439,435.7,458.5,458.6,487.1,503.1,498.2,511.3,510.4,517.9,530.5,530.7,542,536,539.9,542.7,563.9,574.3,588.9,613.3,695,763.5,819.8,900.7,964.2,932.8,975.4,1000,1019.6,1068.4,1031.8,1043.3,1060.7,1090.4
1,11,3336.4,3787.4,5867.3,8016.3,9393.7,12512.6,16850.5,20801.4,29881.1,46291.7,48799.6,32773.1,34258,30633.1,17360.5,14542.6,17515.5,16547.5,19579.4,20166.9,15852.5,18257,17338.5,16409.5,18671.5,22119.5,23418.5,17241.5,20385.5,28704.5,24309.5,29011,41132,60426,85980,94142,109458,71521,81901,97367,125732,121962,151416,120178,60312,86542,83805.6
2,11,50234.3,53680.2,66822.1,74745.6,81432.9,92264.9,103413.2,109162.5,151805.8,177235.7,162146.1,133648.1,151997.8,135885,80458,78761.2,86367.9,78016.5,88696.4,86517.7,73728.5,95014.4,88177.1,77032.5,83508.7,86955.4,85243.1,69785.5,81237.5,92480.6,68678,73652.9,90137.5,98758.3,109700.9,110984.5,117665.4,83463,94868.9,106756,125732,121777,133818.3,103575,54172.9,76414.1,65379.4
3,11,66.4,70.6,87.8,107.2,115.4,135.6,162.9,190.6,196.8,261.2,301,245.2,225.4,225.4,215.8,184.6,202.8,212.1,220.7,233.1,215,192.1,196.6,213,223.6,254.4,274.7,247.1,250.9,310.4,354,393.9,456.3,611.9,783.8,848.2,930.2,856.9,863.3,912.1,1000,1001.5,1131.5,1160.3,1113.3,1132.5,1281.8
1,12,23094,25793.7,31952.6,37718.8,42708.4,48545.1,55035.4,61313.4,65796,75796.5,81048.1,92721.8,99220.9,102703.9,103336.5,124247.5,131615.5,141325.4,151031,162407.4,166985.6,175103.1,181846,187216.1,192570,200992.9,203840.3,237066,277911.9,328712.6,236292.3,247650.3,251970.2,296087.7,298227.4,317212.5,378326.3,322419.5,374618.5,376270.9,366942.6,390793,427406.3,408864.6,379428.2,389031.3,394950.1
2,12,155492.9,163692.2,162200.8,161559.9,170436.8,175037.7,183184.7,188044.6,170225.4,170763.8,164223,182258.4,184538.1,184149.1,182723.7,223075.9,234178,243987.9,253672.8,257999.2,261317.3,270547,282835.5,286546,291689.8,304968.1,315075.3,369267.7,424300.7,471741.3,343017.8,348266.1,349686,388170.8,352987.8,361132,408190,340542.5,391520.7,380857.3,366942.6,390160.9,406687.8,383360.2,364343.8,351555.1,357165.6
3,12,148.5,157.6,197,233.5,250.6,277.3,300.4,326.1,386.5,443.9,493.5,508.7,537.7,557.7,565.5,557,562,579.2,595.4,629.5,639,647.2,642.9,653.4,660.2,659.1,647,642,655,696.8,688.9,711.1,720.6,762.8,844.9,878.4,926.8,946.8,956.8,988,1000,1001.6,1050.9,1066.5,1041.4,1106.6,1105.8
1,13,16363.8,16775.3,19802.5,24607.2,30076,35966.8,41789.3,51764,59285.1,69856.8,77052.4,83174.9,79899,71645.8,54909.7,55609.7,56520.7,58694.7,53435.8,52787.6,55549.9,57911.4,53036.2,48246,52676.3,55238.1,58230.7,70673.7,86990.2,107765.7,81186,87422.5,91480.1,110420.4,113867,123870.1,134038.2,102936.8,106981,95441.6,81648.1,87149.1,95430.1,90906.9,84320.1,86625.1,89670.8
2,13,268851.9,254437.8,247787.6,223357.1,218832.2,211086.2,221764.1,240096.3,223071.1,227376.5,200431.6,187086.9,178723,163119.6,133054.5,142113,142236.8,140105.4,124995.8,120369.2,126707.6,121001.1,103276.2,98314.9,89170.3,88526.5,91371.5,111849.8,114321.7,114133.1,105656.1,87218.4,82236.2,81216.3,81866.9,95294.9,92730.1,88739.6,96457.1,88633.2,81648.1,86740,88635.6,94750.2,92489.3,85634.7,97611
3,13,60.9,65.9,79.9,110.2,137.4,170.4,188.4,215.6,265.8,307.2,384.4,444.6,447.1,439.2,412.7,391.3,397.4,418.9,427.5,438.5,438.4,478.6,513.5,490.7,590.7,624,637.3,631.9,760.9,944.2,768.4,1002.3,1112.4,1359.6,1390.9,1299.9,1445.5,1160,1109.1,1076.8,1000,1004.7,1076.7,959.4,911.7,1011.6,918.7
1,14,508.2,552.7,615.4,672.1,733.7,791.6,907.6,993.9,991,1100.9,1186.7,1435,1579.3,1788.4,1977,2574.5,2833.4,3220.2,3357.8,3637,3872.8,4237.3,4692.6,4967.2,5324.9,5747.9,5998,7047.3,8345.9,9999.7,7675.7,8080.1,8299.7,9676,9858.6,10511.4,12531.4,11094.7,12885.5,13176.5,12894.3,13720.9,14899.6,14436.4,13557.7,13962.6,13746.2
2,14,5349.3,5521.3,5795.2,5769.1,5664,5513.6,5663.7,5923.7,5526.2,5476.9,5270.3,5877.3,6059.8,6463.9,6753.6,8303,8626.8,9212.5,8972.8,9023.7,8969.1,9299.7,9815.9,10065.7,10417.8,10974.6,11085.8,12767,14843.2,17291.9,12870.8,13068.6,12671.1,14034,13629.3,13831.8,15574.6,13005.8,14245,13873.3,12894.3,13147.5,13781.1,12801.6,11608.1,11568.8,10953.3
3,14,95,100.1,106.2,116.5,129.5,143.6,160.2,167.8,179.3,201,225.2,244.2,260.6,276.7,292.7,310.1,328.4,349.5,374.2,403.1,431.8,455.6,478.1,493.5,511.1,523.7,541.1,552,562.3,578.3,596.4,618.3,655,689.5,723.3,759.9,804.6,853.1,904.6,949.8,1000,1043.6,1081.2,1127.7,1167.9,1206.9,1255
1,15,148568.9,163224.9,163787.4,160753.9,181434.9,210700.9,252313.8,287150.8,288390.3,305772.3,295768.8,332916.8,392516.7,431989.7,465571.7,493843.7,509080.2,523862.2,530175.2,490780.2,514879.7,549683.6,597562.1,629429.6,689774.6,709092,779602,841640,913886,956910,969697,1039480,1158060,1287144,1353620,1339133,1275777,1098960,1016652,1020486,1074580,1155700,1261150,1376394,1478048,1534693,1635773.5
2,15,1006701.3,1018039,933942.2,828178.3,860991.1,886964.8,927525.4,924387.4,842721.6,827974.5,782621.4,862648.3,977647,1062234.2,1102833.7,1109256.6,1105679.4,1102196.7,1084746.6,990516.1,1030503.8,1063160.9,1117170.1,1132207.4,1211843.3,1207878.1,1284223.3,1333083.4,1389154.3,1398907.8,1377165,1410485.8,1454776.9,1489536.7,1467389.3,1416029.4,1328976.6,1161479.4,1075387.9,1047371.5,1074580,1124350.9,1182653,1266478,1332606.6,1336306.4,1427272
3,15,147.6,160.3,175.4,194.1,210.7,237.6,272,310.6,342.2,369.3,377.9,385.9,401.5,406.7,422.2,445.2,460.4,475.3,488.8,495.5,499.6,517,534.9,555.9,569.2,587.1,607.1,631.3,657.9,684,704.1,737,796,864.1,922.5,945.7,960,946.2,945.4,974.3,1000,1027.9,1066.4,1086.8,1109.1,1148.5,1146.1
1,16,6287.9,8452.5,9468.8,9163.2,10050.3,11105.5,11402.3,12593.7,13512.3,14203.2,14672.8,15545.9,15885,14855.4,14274.4,15583.8,17781.3,19941.4,19785.7,20198.2,20291.9,21106,20975.2,22498.7,24405.1,26564.1,26694.9,26298.1,26903.6,27534.3,26420.8,28539.6,30688.6,32933.3,33995.1,37491,42054.2,43206,46346,51286.6,55452.9,57054.3,58804.9,58452.3,57786.7,59909.9,60669.4
2,16,19382.7,17684.5,18861.5,18842.8,24018.2,25785.7,26591.1,26776.9,27866.8,28774.3,31407.1,30996.8,31313.6,33143.3,33349.2,35816.9,35740.3,39126.5,40184,40696.7,40071.9,40775.2,39541.3,42455.5,39838.9,45092.8,50012.9,51900.9,52531.7,52137.1,48998.1,50996.9,50758,56622.7,56605.4,54570.2,49687,52398.9,56616.8,54564.4,55452.9,56098.1,60729.8,62777.9,62892,65796.6,64458.3
3,16,324.4,478,502,486.3,418.4,430.7,428.8,470.3,484.9,493.6,467.2,501.5,507.3,448.2,428,435.1,497.5,509.7,492.4,496.3,506.4,517.6,530.5,529.9,612.6,589.1,533.8,506.7,512.1,528.1,539.2,559.6,604.6,581.6,600.6,687,846.4,824.6,818.6,939.9,1000,1017,968.3,931.1,918.8,910.5,941.2
1,17,11347.2,15826.3,22285.5,21663.5,20726.9,21766.4,23728.3,26185.6,29071.9,30804.6,28518.6,29696.1,32460.2,31709.7,30070.6,31046.7,37326.7,40695.1,40496.4,40344.4,40953,43973.1,46510.6,48169.3,48443.5,50407.5,49802.4,48054.3,49794.1,51027.2,46783.9,51212.4,55370.2,60103.9,62581.9,69253.5,78270.3,79015.1,84129.2,95882.4,100905.5,104026.7,107174.6,106404.8,105379.6,109259.7,110744.8
2,17,46465.3,44268,45485.4,50886.7,52029.1,54291.4,56618.3,55604.1,59445.6,59561.1,64136.4,61950.1,65944.8,72259.7,71811.5,72799.9,75902,78415,76872.7,78961.7,78916.2,81456.1,81368.9,83305.1,78496.1,85984.8,89397.7,91394.7,97951.7,99113.6,87855.2,87020.5,86735,96242.6,95511.9,92661.1,81492.7,94651.9,103099.7,98087.6,100905.5,104815.6,115998.9,130399.1,132678.6,137733.1,137205.6
3,17,244.2,357.5,489.9,425.7,398.4,400.9,419.1,470.9,489.1,517.2,444.7,479.4,492.2,438.8,418.7,426.5,491.8,519,526.8,510.9,518.9,539.8,571.6,578.2,617.1,586.2,557.1,525.8,508.4,514.8,532.5,588.5,638.4,624.5,655.2,747.4,960.5,834.8,816,977.5,1000,992.5,923.9,816,794.2,793.3,807.1
1,18,5948.7,6517.3,11358.1,10316,9180.4,9402.9,9678.6,10632.3,13707.8,13852.8,13019.4,13613.7,13708.2,13776.2,15089.1,14919.4,15835.9,16857.8,17106.5,18106.7,19108.5,19863.4,20098.1,20622.3,22065.7,24241.6,24460.5,24247.7,24846.1,25492.8,25176.6,25728,26184.6,26576.5,25938.4,27024,29078.1,28783.9,29740.1,31685.8,32981.2,33821.8,34898.3,34856.2,34505.3,35769.7,36245
2,18,27278.6,27113.8,21815.4,22482.2,27314.7,30056.9,27495.4,28165.8,24579.6,30551.6,28365.1,26582.1,25724.5,26703.1,28533.7,27796.7,28953.6,29932,29661.2,30912,32686.1,33635.8,33532.1,33668.9,34883.1,37976.7,38604.8,38243.4,39946.4,39501.6,38038,37737.1,38542.9,37192,34165,35956.1,36546,33391.3,32324.1,32255.2,32981.2,35330.3,36851.8,36063.1,35454.8,36120.4,36204.9
3,18,218.1,240.4,520.6,458.9,336.1,312.8,352,377.5,557.7,453.4,459,512.1,532.9,515.9,528.8,536.7,546.9,563.2,576.7,585.8,584.6,590.5,599.4,612.5,632.6,638.3,633.6,634,622,645.4,661.9,681.8,679.4,714.6,759.2,751.6,795.7,862,920.1,982.3,1000,957.3,947,966.5,973.2,990.3,1001.1
1,19,10191.8,11609,13565.4,14573.1,15303.8,16568.6,18716.5,20073.9,21149.3,22743.8,24321.7,25367.6,27851.3,28587.1,29090.5,31660.1,33327,37882.1,39548.4,41917.6,40380.2,41262.4,42806,44115.8,45302.7,47048.7,48391.5,48830.4,51087.7,53457.7,53634.4,55259.5,56660,57972.4,57042.5,59941.2,62810.8,60504.6,60772.1,62858.3,63466.6,65070.9,67151.7,67079.9,66404.9,68825.2,69733.2
2,19,42773.2,45863.8,44716.3,43456.1,45488.3,45529,47789,46393.1,46425.5,44518,46828.3,47729.3,49919.2,50059.9,51220.5,53791.5,54354.4,58827.4,59189.4,63112.6,59956.8,61813.2,63016.7,64028.2,63404.9,65721,67534.1,67326.3,70494.7,72672.4,71975.9,73661.3,74589.9,74115.3,70404.4,71588.5,70793.4,64601.4,65126.9,65267.3,63466.6,64264.7,65815.7,64955.7,64830.8,66469.2,66343.1
3,19,238.3,253.1,303.4,335.4,336.4,363.9,391.6,432.7,455.6,510.9,519.4,531.5,557.9,571.1,567.9,588.6,613.1,644,668.2,664.2,673.5,667.5,679.3,689,714.5,715.9,716.5,725.3,724.7,735.6,745.2,750.2,759.6,782.2,810.2,837.3,887.2,936.6,933.1,963.1,1000,1012.5,1020.3,1032.7,1024.3,1035.4,1051.1
1,20,16162.6,17768.3,20449.7,21977.6,23841.5,24688.8,26479,28693.1,32269,35161.9,36780.5,38365.7,38743.5,39419.2,40328.6,42715.8,45097.7,47937.7,49610.8,49044.8,52004.3,51769.7,51909.8,53922.1,56019.1,57677.7,58912.9,59057.4,61372.9,63828.9,63545.5,68181.5,72867.2,77755.8,79842.7,87627.7,95056.9,94680,98575.7,105900.6,111210.4,114211.3,117791.5,117472.3,116280.1,120561.1,122168.7
2,20,53625.3,57397.6,59557.5,60432.2,60804.4,61129,60396.5,58445.2,60287.5,61643,63679.4,71565.5,73803.7,76682.6,79035.4,82227.4,86301.4,85230.2,84144.4,85040,87862.7,87144.9,86329.8,89499.1,86148.8,89587.3,85177.2,85206.6,91444.9,87222.6,92075.1,96980.2,93002.9,99144.5,104596.2,96331.5,102096.1,116655.7,109947.1,104652,111210.4,110030.8,101944.2,117037.7,118012.8,117665.4,122447.5
3,20,301.4,309.6,343.4,363.7,392.1,403.9,438.4,490.9,535.3,570.4,577.6,536.1,525,514.1,510.3,519.5,522.6,562.4,589.6,576.7,591.9,594.1,601.3,602.5,650.3,643.8,691.7,693.1,671.1,731.8,690.1,703,783.5,784.3,763.3,909.6,931.1,811.6,896.6,1011.9,1000,1038,1155.5,1003.7,985.3,1024.6,997.7
1,21,30663.9,37108.8,38850.2,41760.8,43401,43585.9,52213.8,57911.1,59070.8,61804.3,63011.3,62268.2,65018.3,63276.7,64807.6,72017,76539.7,82610.3,86178.6,85689.1,88118.2,93610.3,92109.6,94916,95963.1,109429.1,111536.4,111521,115344.8,119505.2,119150.9,126663.7,134065.5,141610.9,144007.4,156502.8,169752.7,169192.5,176173.8,189250.6,198565.4,203564.9,210002.6,209811.6,207736.6,215450.2,218384.9
2,21,97361.3,86936.7,93715.5,87306.3,98874.5,98249.5,99094,100691.1,103314.3,107021.9,109439.1,111302.5,112349,115354.7,115450,125631.1,129775.4,132063.4,130062.5,133003.7,142265.7,146230.6,146759.8,152893.5,146548.4,165324.7,177930.3,179876.3,177311.6,175830.4,184366.2,178151.1,175793.5,183854.2,195079.3,198536.8,205524.8,212089.9,203786,200649.9,198565.4,199552.3,184186.1,195879.7,208935.3,213960.2,223977.4
3,21,314.9,426.8,414.6,478.3,439,443.6,526.9,575.1,571.8,577.5,575.8,559.5,578.7,548.5,561.3,573.2,589.8,625.5,662.6,644.3,619.4,640.2,627.6,620.8,654.8,661.9,626.9,620,650.5,679.7,646.3,711,762.6,770.2,738.2,788.3,825.9,797.7,864.5,943.2,1000,1020.1,1140.2,1071.1,994.3,1007,975
