Year,NAICS,MECS,ASM,MECS/ASM,ratio,expenditure
2007,314,377049,187360,,1.6185,"303,249.9"
2007,315,43694,77339,,0.5634,"43,569.8"
2007,316,14871,21685,,0.7330,"15,894.1"
2007,321,1221291,845381,,1.2734,"1,076,468.0"
2007,322,6527217,5521734,,0.9799,"5,410,923.3"
2007,323,345827,421368,,0.7997,"336,982.5"
2007,324,8459810,9306024,,0.6974,"6,490,484.3"
2007,325,41269959,14276237,,0.8288,"11,832,720.9"
2007,326,1335357,1132020,,1.1229,"1,271,140.1"
2007,327,5313153,4509612,,1.0770,"4,857,004.1"
2007,331,8078901,6061013,,1.2124,"7,348,597.3"
2007,332,2342376,1964025,,1.0811,"2,123,239.0"
2007,333,1293334,880055,,1.3463,"1,184,828.9"
2007,334,579574,575283,,0.9632,"554,119.6"
2007,335,561267,445119,,0.9932,"442,075.8"
2007,336,2075092,1744663,,1.0611,"1,851,272.3"
2007,337,207044,261392,,0.8069,"210,925.0"
2007,339,358574,308742,,1.0167,"313,905.5"
2008,311,6969235,6461581,,0.9800,"6,332,623.8"
2008,312,632896,575693,,0.8837,"508,738.7"
2008,313,628198,465834,,1.0536,"490,821.4"
2008,314,708762,352192,,1.2986,"457,342.1"
2008,315,25856,45765,,0.5994,"27,429.9"
2008,316,16256,23705,,0.7340,"17,400.4"
2008,321,1203772,833255,,1.2126,"1,010,373.9"
2008,322,7378292,6241706,,0.9226,"5,758,442.3"
2008,323,351083,427773,,0.8348,"357,089.5"
2008,324,10703237,11773856,,0.7049,"8,299,557.0"
2008,325,48885708,16910701,,0.8410,"14,221,956.9"
2008,326,1393537,1181341,,1.0691,"1,262,913.5"
2008,327,5646942,4792922,,1.0210,"4,893,576.5"
2008,331,8544634,6410419,,1.3077,"8,382,869.5"
2008,332,2503007,2098710,,1.0065,"2,112,448.7"
2008,333,1348962,917907,,1.1982,"1,099,857.0"
2008,334,535545,531579,,0.9035,"480,290.5"
2008,335,574037,455247,,0.9556,"435,052.5"
2008,336,2075894,1745336,,0.9992,"1,743,983.4"
2008,337,216479,273304,,0.8043,"219,809.8"
2008,339,345650,297614,,0.9048,"269,277.9"
2009,311,5828738,5404160,,0.9360,"5,058,309.6"
2009,312,514820,468289,,0.8126,"380,531.6"
2009,313,440231,326448,,0.9678,"315,943.8"
2009,314,482166,239594,,0.9786,"234,461.1"
2009,315,21071,37297,,0.6354,"23,697.3"
2009,316,10345,15085,,0.7351,"11,089.4"
2009,321,843735,584037,,1.1518,"672,678.0"
2009,322,5236605,4429934,,0.8652,"3,832,859.7"
2009,323,272297,331777,,0.8698,"288,577.5"
2009,324,5833914,6417467,,0.7124,"4,571,664.9"
2009,325,29241995,10115485,,0.8532,"8,630,192.5"
2009,326,965762,818705,,1.0152,"831,154.3"
2009,327,3764797,3195425,,0.9650,"3,083,481.6"
2009,331,4901807,3677470,,1.4030,"5,159,313.1"
2009,332,1829344,1533861,,0.9320,"1,429,600.4"
2009,333,1043705,710193,,1.0501,"745,797.2"
2009,334,404870,401872,,0.8438,"339,108.1"
2009,335,403864,320289,,0.9181,"294,063.0"
2009,336,1386768,1165943,,0.9373,"1,092,889.8"
2009,337,148659,187681,,0.8016,"150,446.4"
2009,339,288537,248273,,0.7929,"196,844.3"
2010,311,4496.5,5041070,0.892,0.8920,"4,496,450.0"
2010,312,333.5,449736,0.742,0.7415,"333,480.0"
2010,313,315.3,357515,0.882,0.8820,"315,330.0"
2010,314,73.3,111281,0.659,0.6586,"73,289.0"
2010,315,21.1,31400,0.671,0.6714,"21,081.0"
2010,316,13.5,18333,0.736,0.7362,"13,497.0"
2010,321,646.4,592484,1.091,1.0910,"646,390.0"
2010,322,3535.9,4376895,0.808,0.8079,"3,535,924.5"
2010,323,260.1,287454,0.905,0.9048,"260,095.0"
2010,324,5001.2,6947601,0.720,0.7198,"5,001,180.0"
2010,325,9575.6,11065796,0.865,0.8653,"9,575,560.0"
2010,326,771.7,802747,0.961,0.9614,"771,730.0"
2010,327,2780.0,3058537,0.909,0.9089,"2,780,010.0"
2010,331,6215.3,4148493,1.498,1.4982,"6,215,310.0"
2010,332,1266.4,1476838,0.858,0.8575,"1,266,401.0"
2010,333,602.9,668327,0.902,0.9020,"602,860.0"
2010,334,281.4,358903,0.784,0.7841,"281,425.0"
2010,335,282.2,320510,0.881,0.8806,"282,239.5"
2010,336,1003.0,1145645,0.875,0.8755,"1,002,970.0"
2010,337,135.4,169442,0.799,0.7989,"135,375.0"
2010,339,156.1,229199,0.681,0.6809,"156,066.0"
